"filename", "language", "C++", "Makefile", "Batch", "TypeScript", "Shell Script", "YAML", "Objective-C++", "PostCSS", "HTML", "JSON", "Markdown", "log", "XML", "C", "comment", "blank", "total"
"/Users/roryhill/Projects/Winnow64/Effects/REF_KImageEffect.h", "C++", 87, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 387, 52, 526
"/Users/roryhill/Projects/Winnow64/Effects/REF_imageblitz_effects.h", "C++", 937, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 80, 119, 1136
"/Users/roryhill/Projects/Winnow64/Effects/effects.cpp", "C++", 1628, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 986, 239, 2853
"/Users/roryhill/Projects/Winnow64/Effects/effects.h", "C++", 79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 16, 102
"/Users/roryhill/Projects/Winnow64/Effects/graphicseffect.cpp", "C++", 347, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 207, 75, 629
"/Users/roryhill/Projects/Winnow64/Effects/graphicseffect.h", "C++", 190, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 209, 46, 445
"/Users/roryhill/Projects/Winnow64/Effects/graphicsitemeventfilter.cpp", "C++", 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 25
"/Users/roryhill/Projects/Winnow64/Effects/graphicsitemeventfilter.h", "C++", 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 19
"/Users/roryhill/Projects/Winnow64/Effects/interpolate.h", "C++", 93, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 13, 131
"/Users/roryhill/Projects/Winnow64/Embellish/Properties/embelproperties.cpp", "C++", 5117, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 973, 558, 6648
"/Users/roryhill/Projects/Winnow64/Embellish/Properties/embelproperties.h", "C++", 311, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 16, 38, 365
"/Users/roryhill/Projects/Winnow64/Embellish/embel.cpp", "C++", 715, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 279, 94, 1088
"/Users/roryhill/Projects/Winnow64/Embellish/embel.h", "C++", 106, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 20, 135
"/Users/roryhill/Projects/Winnow64/Embellish/embelexport.cpp", "C++", 240, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 131, 49, 420
"/Users/roryhill/Projects/Winnow64/Embellish/embelexport.h", "C++", 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 9, 57
"/Users/roryhill/Projects/Winnow64/Embellish/embelview.cpp", "C++", 586, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 222, 103, 911
"/Users/roryhill/Projects/Winnow64/Embellish/embelview.h", "C++", 137, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 37, 177
"/Users/roryhill/Projects/Winnow64/File/bookmarks.cpp", "C++", 434, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 123, 68, 625
